word,mean_proba_positif,min_proba,warning
James,0.99764508009,0.99325209856,0
DUPONT,0.999726712704,0.998999536037,0
Daniel,0.96535807848,0.888711214066,0
GILLES,0.999821662903,0.999051034451,0
BERTIN,0.999907016754,0.999817788601,0
RIOU,0.999980807304,0.999980807304,0
Alain,0.915836274624,0.915836274624,0
